id,name,party_name,council_id,council_name,election,cand_ward_id,map_ward_id,ward_name,contested,elected,status,occurred_on_count,first_prefs,transfers02,total_votes02,transfers03,total_votes03,transfers04,total_votes04,transfers05,total_votes05,transfers06,total_votes06,transfers07,total_votes07,transfers08,total_votes08,transfers09,total_votes09,transfers10,total_votes10,transfers11,total_votes11,transfers12,total_votes12,electorate,total_poll,valid_poll,rejected,quota,seats,candidates
6606,"Rod Ackland","Liberal Democrats",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:lenzie-and-kirkintilloch-south,S13002906,"Lenzie and Kirkintilloch South",1,1,Elected,8,805.00000,42.00000,847.00000,49.00000,896.00000,17.92116,913.92116,14.00000,927.92116,61.05258,988.97374,353.00020,1341.97394,482.80387,1824.77781,,,,,,,,,12041,6759,6656,103,1665,3,8
21531,"Rhondda Geekie","Labour Party",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:lenzie-and-kirkintilloch-south,S13002906,"Lenzie and Kirkintilloch South",1,0,Excluded,6,728.00000,30.00000,758.00000,19.00000,777.00000,5.52792,782.52792,14.02972,796.55764,62.87011,859.42775,-859.42775,0.00000,0.00000,0.00000,,,,,,,,,12041,6759,6656,103,1665,3,8
20943,"Gillian Renwick","Scottish National Party (SNP)",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:lenzie-and-kirkintilloch-south,S13002906,"Lenzie and Kirkintilloch South",1,1,Elected,5,1499.00000,77.00000,1576.00000,35.00000,1611.00000,1.15908,1612.15908,481.26748,2093.42656,-428.42656,1665.00000,0.00000,1665.00000,0.00000,1665.00000,,,,,,,,,12041,6759,6656,103,1665,3,8
20944,"Martin Robertson","Scottish National Party (SNP)",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:lenzie-and-kirkintilloch-south,S13002906,"Lenzie and Kirkintilloch South",1,0,Excluded,4,505.00000,38.00000,543.00000,9.00000,552.00000,0.41608,552.41608,-552.41608,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,12041,6759,6656,103,1665,3,8
20554,"Carolynn Scrimgeour","Scottish Green Party",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:lenzie-and-kirkintilloch-south,S13002906,"Lenzie and Kirkintilloch South",1,0,Excluded,1,259.00000,-259.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,12041,6759,6656,103,1665,3,8
21532,"Alisdair Sinclair",Independent,east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:lenzie-and-kirkintilloch-south,S13002906,"Lenzie and Kirkintilloch South",1,0,Excluded,2,415.00000,16.00000,431.00000,-431.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,12041,6759,6656,103,1665,3,8
21533,"Sandy Taylor",Independent,east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:lenzie-and-kirkintilloch-south,S13002906,"Lenzie and Kirkintilloch South",1,0,Excluded,7,811.00000,30.00000,841.00000,196.00000,1037.00000,11.94744,1048.94744,21.02972,1069.97716,109.71672,1179.69388,118.04410,1297.73798,-1297.73798,0.00000,,,,,,,,,12041,6759,6656,103,1665,3,8
21534,"Sandra Thornton","Conservative and Unionist Party",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:lenzie-and-kirkintilloch-south,S13002906,"Lenzie and Kirkintilloch South",1,1,Elected,3,1634.00000,7.00000,1641.00000,75.00000,1716.00000,-51.00000,1665.00000,0.00000,1665.00000,0.00000,1665.00000,0.00000,1665.00000,0.00000,1665.00000,,,,,,,,,12041,6759,6656,103,1665,3,8
21503,"Jim Gibbons","Scottish National Party (SNP)",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:milngavie,S13002901,Milngavie,1,1,Elected,5,1375.00000,5.68819,1380.68819,11.94606,1392.63425,93.51757,1486.15182,471.14313,1957.29495,,,,,,,,,,,,,,,10626,6242,6144,98,1537,3,6
21504,"Jim Goodall","Liberal Democrats",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:milngavie,S13002901,Milngavie,1,1,Elected,1,1698.00000,0.00000,1698.00000,-161.00000,1537.00000,0.00000,1537.00000,0.00000,1537.00000,,,,,,,,,,,,,,,10626,6242,6144,98,1537,3,6
21505,"Maureen Henry","Labour Party",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:milngavie,S13002901,Milngavie,1,0,"Not elected",,571.00000,52.54345,623.54345,60.48878,684.03223,111.57313,795.60536,42.42375,838.02911,,,,,,,,,,,,,,,10626,6242,6144,98,1537,3,6
20549,"Gordon Masterton","Scottish Green Party",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:milngavie,S13002901,Milngavie,1,0,Excluded,3,327.00000,15.03996,342.03996,30.43401,372.47397,-372.47397,0.00000,0.00000,0.00000,,,,,,,,,,,,,,,10626,6242,6144,98,1537,3,6
21506,"Graeme McGinnigle","Conservative and Unionist Party",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:milngavie,S13002901,Milngavie,1,1,Elected,1,1701.00000,-164.00000,1537.00000,0.00000,1537.00000,0.00000,1537.00000,0.00000,1537.00000,,,,,,,,,,,,,,,10626,6242,6144,98,1537,3,6
21507,"Kate Waddell","Scottish National Party (SNP)",east-dunbartonshire,"East Dunbartonshire",local.east-dunbartonshire.2017-05-04,UTW:milngavie,S13002901,Milngavie,1,0,Excluded,4,472.00000,1.44615,473.44615,4.45607,477.90222,82.18543,560.08765,-560.08765,0.00000,,,,,,,,,,,,,,,10626,6242,6144,98,1537,3,6
4993,"Sarah Beattie-Smith","Scottish Green Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:dunbar-and-east-linton,S13002913,"Dunbar and East Linton",1,0,Excluded,4,540.00000,28.59648,568.59648,15.61957,584.21605,177.08283,761.29888,-761.29888,0.00000,0.00000,0.00000,,,,,,,,,,,,,10955,6184,6141,43,1536,3,6
20470,"Norman Hampshire","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:dunbar-and-east-linton,S13002913,"Dunbar and East Linton",1,1,Elected,1,1633.00000,0.00000,1633.00000,-97.00000,1536.00000,0.00000,1536.00000,0.00000,1536.00000,0.00000,1536.00000,,,,,,,,,,,,,10955,6184,6141,43,1536,3,6
20471,"Sue Kempson","Conservative and Unionist Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:dunbar-and-east-linton,S13002913,"Dunbar and East Linton",1,1,Elected,1,1834.00000,-298.00000,1536.00000,0.00000,1536.00000,0.00000,1536.00000,0.00000,1536.00000,0.00000,1536.00000,,,,,,,,,,,,,10955,6184,6141,43,1536,3,6
20472,"Isobel Knox","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:dunbar-and-east-linton,S13002913,"Dunbar and East Linton",1,0,Excluded,5,811.00000,8.28648,819.28648,8.37399,827.66047,24.09386,851.75433,325.06553,1176.81986,-1176.81986,0.00000,,,,,,,,,,,,,10955,6184,6141,43,1536,3,6
20473,"Paul McLennan","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:dunbar-and-east-linton,S13002913,"Dunbar and East Linton",1,1,Elected,6,1047.00000,6.82416,1053.82416,9.97752,1063.80168,30.35317,1094.15485,105.03756,1199.19241,1017.39755,2216.58996,,,,,,,,,,,,,10955,6184,6141,43,1536,3,6
2329,"Elisabeth Mary Wilson","Liberal Democrats",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:dunbar-and-east-linton,S13002913,"Dunbar and East Linton",1,0,Excluded,3,276.00000,115.84824,391.84824,28.86354,420.71178,-420.71178,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,,,,10955,6184,6141,43,1536,3,6
20458,"Shamin Akhtar","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:haddington-and-lammermuir,S13002912,"Haddington and Lammermuir",1,1,Elected,5,1169.00000,64.64224,1233.64224,21.94173,1255.58397,60.80468,1316.38865,310.82004,1627.20869,-68.20869,1559.00000,0.00000,1559.00000,,,,,,,,,,,14095,7898,7790,108,1559,4,7
20459,"Ruth Currie","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:haddington-and-lammermuir,S13002912,"Haddington and Lammermuir",1,0,Excluded,6,889.00000,4.66170,893.66170,0.86985,894.53155,52.64301,947.17456,60.28271,1007.45727,9.87939,1017.33666,-1017.33666,0.00000,,,,,,,,,,,14095,7898,7790,108,1559,4,7
20460,"John McMillan","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:haddington-and-lammermuir,S13002912,"Haddington and Lammermuir",1,1,Elected,2,1458.00000,135.18930,1593.18930,-34.18930,1559.00000,0.00000,1559.00000,0.00000,1559.00000,0.00000,1559.00000,0.00000,1559.00000,,,,,,,,,,,14095,7898,7790,108,1559,4,7
20461,"Kelvin Logan Pate","Liberal Democrats",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:haddington-and-lammermuir,S13002912,"Haddington and Lammermuir",1,0,Excluded,4,568.00000,222.51848,790.51848,4.28517,794.80365,94.45880,889.26245,-889.26245,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,,14095,7898,7790,108,1559,4,7
20462,"Brian Small","Conservative and Unionist Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:haddington-and-lammermuir,S13002912,"Haddington and Lammermuir",1,1,Elected,1,2262.00000,-703.00000,1559.00000,0.00000,1559.00000,0.00000,1559.00000,0.00000,1559.00000,0.00000,1559.00000,0.00000,1559.00000,,,,,,,,,,,14095,7898,7790,108,1559,4,7
20463,"Cris Thacker","Scottish Green Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:haddington-and-lammermuir,S13002912,"Haddington and Lammermuir",1,0,Excluded,3,302.00000,27.34864,329.34864,1.03998,330.38862,-330.38862,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,,14095,7898,7790,108,1559,4,7
20464,"Tom Trotter","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:haddington-and-lammermuir,S13002912,"Haddington and Lammermuir",1,1,Elected,7,1142.00000,11.18808,1153.18808,2.21454,1155.40262,80.37182,1235.77444,91.08261,1326.85705,6.51438,1333.37143,893.95379,2227.32522,,,,,,,,,,,14095,7898,7790,108,1559,4,7
20439,"John Murray Caldwell",Independent,east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:musselburgh,S13002908,Musselburgh,1,0,Excluded,8,804.00000,5.35696,809.35696,34.00000,843.35696,53.38264,896.73960,10.97142,907.71102,77.40494,985.11596,30.57874,1015.69470,91.81443,1107.50913,-1107.50913,0.00000,,,,,,,15874,7747,7608,139,1522,4,9
20314,"Stuart McDonald Currie","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:musselburgh,S13002908,Musselburgh,1,1,Elected,1,1683.00000,-161.00000,1522.00000,0.00000,1522.00000,0.00000,1522.00000,0.00000,1522.00000,0.00000,1522.00000,0.00000,1522.00000,0.00000,1522.00000,0.00000,1522.00000,,,,,,,15874,7747,7608,139,1522,4,9
20440,"Andy Forrest","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:musselburgh,S13002908,Musselburgh,1,1,Elected,7,1178.00000,9.66166,1187.66166,5.00000,1192.66166,74.19132,1266.85298,7.95588,1274.80886,87.93948,1362.74834,561.28580,1924.03414,-402.03414,1522.00000,0.00000,1522.00000,,,,,,,15874,7747,7608,139,1522,4,9
20441,"Claire Frances Graham","Liberal Democrats",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:musselburgh,S13002908,Musselburgh,1,0,Excluded,3,470.00000,3.44376,473.44376,14.00000,487.44376,-487.44376,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,15874,7747,7608,139,1522,4,9
1686,"Katie Mackie","Conservative and Unionist Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:musselburgh,S13002908,Musselburgh,1,1,Elected,4,1472.00000,1.72188,1473.72188,5.00000,1478.72188,91.09566,1569.81754,-47.81754,1522.00000,0.00000,1522.00000,0.00000,1522.00000,0.00000,1522.00000,0.00000,1522.00000,,,,,,,15874,7747,7608,139,1522,4,9
5004,"Jason Rose","Scottish Green Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:musselburgh,S13002908,Musselburgh,1,0,Excluded,5,497.00000,9.94864,506.94864,13.19132,520.13996,109.86094,630.00090,3.51163,633.51253,-633.51253,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,15874,7747,7608,139,1522,4,9
20442,"Katherine Sangster","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:musselburgh,S13002908,Musselburgh,1,0,Excluded,6,568.00000,2.48716,570.48716,9.09566,579.58282,58.19132,637.77414,6.61273,644.38687,97.84382,742.23069,-742.23069,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,15874,7747,7608,139,1522,4,9
21952,"Theresa Sives",Independent,east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:musselburgh,S13002908,Musselburgh,1,0,Excluded,2,96.00000,0.66962,96.66962,-96.66962,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,15874,7747,7608,139,1522,4,9
20443,"John Charles Williamson","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:musselburgh,S13002908,Musselburgh,1,1,Elected,9,840.00000,120.62726,960.62726,7.28698,967.91424,39.86094,1007.77518,0.77023,1008.54541,232.49194,1241.03735,36.52628,1277.56363,45.25125,1322.81488,259.93348,1582.74836,,,,,,,15874,7747,7608,139,1522,4,9
20465,"Jeremy Findlay","Conservative and Unionist Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:north-berwick-coastal,S13002911,"North Berwick Coastal",1,1,Elected,1,1703.00000,-135.00000,1568.00000,0.00000,1568.00000,0.00000,1568.00000,0.00000,1568.00000,,,,,,,,,,,,,,,10752,6384,6270,114,1568,3,6
20466,"Laura Lowe Forrest","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:north-berwick-coastal,S13002911,"North Berwick Coastal",1,0,"Not elected",,1127.00000,1.90248,1128.90248,104.00000,1232.90248,0.86977,1233.77225,101.26136,1335.03361,,,,,,,,,,,,,,,10752,6384,6270,114,1568,3,6
20467,"Jim Goodfellow","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:north-berwick-coastal,S13002911,"North Berwick Coastal",1,1,Elected,3,1488.00000,9.51240,1497.51240,75.15854,1572.67094,-4.67094,1568.00000,0.00000,1568.00000,,,,,,,,,,,,,,,10752,6384,6270,114,1568,3,6
20468,"Jane Henderson","Conservative and Unionist Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:north-berwick-coastal,S13002911,"North Berwick Coastal",1,1,Elected,5,1341.00000,112.72194,1453.72194,20.39635,1474.11829,1.04577,1475.16406,113.96089,1589.12495,,,,,,,,,,,,,,,10752,6384,6270,114,1568,3,6
20469,"Robert O'Riordan","Liberal Democrats",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:north-berwick-coastal,S13002911,"North Berwick Coastal",1,0,Excluded,4,318.00000,4.67693,322.67693,65.15854,387.83547,1.64038,389.47585,-389.47585,0.00000,,,,,,,,,,,,,,,10752,6384,6270,114,1568,3,6
10952,"Eurig Scandrett","Scottish Green Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:north-berwick-coastal,S13002911,"North Berwick Coastal",1,0,Excluded,2,293.00000,0.79270,293.79270,-293.79270,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,,,,,,10752,6384,6270,114,1568,3,6
20451,"Lachlan Bruce","Conservative and Unionist Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:preston-seton-and-gosford,S13002909,"Preston, Seton and Gosford",1,1,Elected,1,1784.00000,0.00000,1784.00000,-304.00000,1480.00000,0.00000,1480.00000,0.00000,1480.00000,0.00000,1480.00000,0.00000,1480.00000,0.00000,1480.00000,,,,,,,,,14702,7575,7397,178,1480,4,8
20452,"Ghill Duncan Donald","Liberal Democrats",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:preston-seton-and-gosford,S13002909,"Preston, Seton and Gosford",1,0,Excluded,4,180.00000,4.09929,184.09929,76.33920,260.43849,39.15006,299.58855,-299.58855,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,14702,7575,7397,178,1480,4,8
20453,"Neil George Gilbert","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:preston-seton-and-gosford,S13002909,"Preston, Seton and Gosford",1,1,Elected,8,1197.00000,10.51557,1207.51557,7.83840,1215.35397,45.04589,1260.39986,27.42366,1287.82352,5.89115,1293.71467,28.11156,1321.82623,880.15160,2201.97783,,,,,,,,,14702,7575,7397,178,1480,4,8
20454,"Willie Innes","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:preston-seton-and-gosford,S13002909,"Preston, Seton and Gosford",1,1,Elected,1,1801.00000,-321.00000,1480.00000,0.00000,1480.00000,0.00000,1480.00000,0.00000,1480.00000,0.00000,1480.00000,0.00000,1480.00000,0.00000,1480.00000,,,,,,,,,14702,7575,7397,178,1480,4,8
839,"Fiona O'Donnell","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:preston-seton-and-gosford,S13002909,"Preston, Seton and Gosford",1,1,Elected,6,932.00000,231.52077,1163.52077,62.53680,1226.05757,35.29350,1261.35107,107.80761,1369.15868,449.09553,1818.25421,-338.25421,1480.00000,0.00000,1480.00000,,,,,,,,,14702,7575,7397,178,1480,4,8
20455,"Lesley Anne Orr","Scottish Green Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:preston-seton-and-gosford,S13002909,"Preston, Seton and Gosford",1,0,Excluded,3,230.00000,4.45575,234.45575,15.33600,249.79175,-249.79175,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,14702,7575,7397,178,1480,4,8
20456,"Brian Weddell","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:preston-seton-and-gosford,S13002909,"Preston, Seton and Gosford",1,0,Excluded,5,429.00000,41.52759,470.52759,14.65440,485.18199,15.40235,500.58434,19.82383,520.40817,-520.40817,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,14702,7575,7397,178,1480,4,8
20457,"Janis Wilson","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:preston-seton-and-gosford,S13002909,"Preston, Seton and Gosford",1,0,Excluded,7,844.00000,8.19858,852.19858,2.21520,854.41378,67.52686,921.94064,13.85200,935.79264,15.58841,951.38105,23.85504,975.23609,-975.23609,0.00000,,,,,,,,,14702,7575,7397,178,1480,4,8
8106,"Fiona Dugdale","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:tranent-wallyford-and-macmerry,S13002910,"Tranent, Wallyford and Macmerry",1,1,Elected,1,1272.00000,0.00000,1272.00000,-16.00000,1256.00000,0.00000,1256.00000,0.00000,1256.00000,0.00000,1256.00000,0.00000,1256.00000,,,,,,,,,,,14699,6406,6279,127,1256,4,8
20444,"Jim Gillies","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:tranent-wallyford-and-macmerry,S13002910,"Tranent, Wallyford and Macmerry",1,0,Excluded,6,837.00000,6.63876,843.63876,10.24455,853.88331,10.25983,864.14314,32.48195,896.62509,117.44864,1014.07373,-1014.07373,0.00000,,,,,,,,,,,14699,6406,6279,127,1256,4,8
20445,"Alexander John Graham","Liberal Democrats",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:tranent-wallyford-and-macmerry,S13002910,"Tranent, Wallyford and Macmerry",1,0,Excluded,4,159.00000,2.76615,161.76615,0.30168,162.06783,14.00000,176.06783,-176.06783,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,,14699,6406,6279,127,1256,4,8
20446,"Jimmy Haddow","Trade Unionist and Socialist Coalition",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:tranent-wallyford-and-macmerry,S13002910,"Tranent, Wallyford and Macmerry",1,0,Excluded,3,63.00000,1.29087,64.29087,0.23883,64.52970,-64.52970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,,14699,6406,6279,127,1256,4,8
20447,"Gordon Mackett","Conservative and Unionist Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:tranent-wallyford-and-macmerry,S13002910,"Tranent, Wallyford and Macmerry",1,1,Elected,7,986.00000,1.47528,987.47528,0.33939,987.81467,7.01257,994.82724,59.59094,1054.41818,35.07717,1089.49535,52.23124,1141.72659,,,,,,,,,,,14699,6406,6279,127,1256,4,8
20448,"Colin Peter McGinn","Labour Party",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:tranent-wallyford-and-macmerry,S13002910,"Tranent, Wallyford and Macmerry",1,1,Elected,7,958.00000,10.51137,968.51137,3.89670,972.40807,6.06285,978.47092,21.05028,999.52120,102.48551,1102.00671,790.94007,1892.94678,,,,,,,,,,,14699,6406,6279,127,1256,4,8
20449,"Kenny McLeod","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:tranent-wallyford-and-macmerry,S13002910,"Tranent, Wallyford and Macmerry",1,1,Elected,1,1540.00000,-284.00000,1256.00000,0.00000,1256.00000,0.00000,1256.00000,0.00000,1256.00000,0.00000,1256.00000,0.00000,1256.00000,,,,,,,,,,,14699,6406,6279,127,1256,4,8
20450,"Linda Watson","Scottish National Party (SNP)",east-lothian,"East Lothian",local.east-lothian.2017-05-04,UTW:tranent-wallyford-and-macmerry,S13002910,"Tranent, Wallyford and Macmerry",1,0,Excluded,5,464.00000,249.13791,713.13791,0.18855,713.32646,11.38139,724.70785,21.57837,746.28622,-746.28622,0.00000,0.00000,0.00000,,,,,,,,,,,14699,6406,6279,127,1256,4,8
21279,"Paul Aitken","Conservative and Unionist Party",east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:barrhead-liboside-and-uplawmoor,S13002914,"Barrhead, Liboside and Uplawmoor",1,1,Elected,6,1297.00000,58.89735,1355.89735,16.38582,1372.28317,18.07873,1390.36190,21.77164,1412.13354,14.37666,1426.51020,-11.51020,1415.00000,0.00000,1415.00000,,,,,,,,,13687,7189,7073,116,1415,4,8
20560,"David Allison","Scottish Green Party",east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:barrhead-liboside-and-uplawmoor,S13002914,"Barrhead, Liboside and Uplawmoor",1,0,Excluded,3,220.00000,23.78991,243.78991,5.38582,249.17573,-249.17573,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,13687,7189,7073,116,1415,4,8
21280,"Angela Convery","Scottish National Party (SNP)",east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:barrhead-liboside-and-uplawmoor,S13002914,"Barrhead, Liboside and Uplawmoor",1,1,Elected,8,1199.00000,42.96042,1241.96042,0.00000,1241.96042,88.23358,1330.19400,16.46455,1346.65855,10.51110,1357.16965,0.92379,1358.09344,1012.42478,2370.51822,,,,,,,,,13687,7189,7073,116,1415,4,8
21281,"Betty Wood Cunningham","Labour Party",east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:barrhead-liboside-and-uplawmoor,S13002914,"Barrhead, Liboside and Uplawmoor",1,1,Elected,5,1020.00000,90.54024,1110.54024,2.92388,1113.46412,46.38843,1159.85255,346.33580,1506.18835,-91.18835,1415.00000,0.00000,1415.00000,0.00000,1415.00000,,,,,,,,,13687,7189,7073,116,1415,4,8
21282,"Danny Devlin",Independent,east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:barrhead-liboside-and-uplawmoor,S13002914,"Barrhead, Liboside and Uplawmoor",1,1,Elected,1,1840.00000,-425.00000,1415.00000,0.00000,1415.00000,0.00000,1415.00000,0.00000,1415.00000,0.00000,1415.00000,0.00000,1415.00000,0.00000,1415.00000,,,,,,,,,13687,7189,7073,116,1415,4,8
21283,"John J. Ferguson","UK Independence Party (UKIP)",east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:barrhead-liboside-and-uplawmoor,S13002914,"Barrhead, Liboside and Uplawmoor",1,0,Excluded,2,34.00000,8.54589,42.54589,-42.54589,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,13687,7189,7073,116,1415,4,8
21284,"Kenny Hay","Labour Party",east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:barrhead-liboside-and-uplawmoor,S13002914,"Barrhead, Liboside and Uplawmoor",1,0,Excluded,4,404.00000,58.89735,462.89735,2.38582,465.28317,16.15746,481.44063,-481.44063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,13687,7189,7073,116,1415,4,8
21285,"Tommy Reilly","Scottish National Party (SNP)",east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:barrhead-liboside-and-uplawmoor,S13002914,"Barrhead, Liboside and Uplawmoor",1,0,Excluded,7,1059.00000,66.05742,1125.05742,1.23097,1126.28839,40.77164,1167.06003,37.54589,1204.60592,13.51986,1218.12578,0.45057,1218.57635,-1218.57635,0.00000,,,,,,,,,13687,7189,7073,116,1415,4,8
21812,"Andrea Gee","Conservative and Unionist Party",east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:clarkston-netherlee-and-williamwood,S13002917,"Clarkston, Netherlee and Williamwood",1,0,Excluded,9,1580.00000,5.00000,1585.00000,13.00000,1598.00000,6.00000,1604.00000,20.00000,1624.00000,4.00000,1628.00000,6.43194,1634.43194,132.14958,1766.58152,16.91442,1783.49594,-1783.49594,0.00000,,,,,16408,10354,10203,151,2041,4,11
21813,"Sarah Louise Hemy","UK Independence Party (UKIP)",east-renfrewshire,"East Renfrewshire",local.east-renfrewshire.2017-05-04,UTW:clarkston-netherlee-and-williamwood,S13002917,"Clarkston, Netherlee and Williamwood",1,0,Excluded,1,20.00000,-20.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,16408,10354,10203,151,2041,4,11
